founder_id,founder_age,founder_gender,years_with_startup,founder_role,monthly_revenue_generated,work_life_balance_rating,venture_satisfaction,startup_performance_rating,funding_rounds_led,working_overtime,distance_from_investor_hub,education_background,personal_status,num_dependents,startup_stage,team_size_category,years_since_founding,remote_operations,leadership_scope,innovation_support,startup_reputation,founder_visibility
61644,36,Male,16,Healthcare,8283.0,Good,High,Below Average,0,No,50,Associate Degree,Married,1.0,Senior,Small,61.0,No,No,No,Good,Low
62199,42,Male,1,Media,5733.0,Excellent,High,Average,2,No,81,Associate Degree,Married,0.0,Entry,Medium,22.0,No,No,Yes,Good,High
44932,34,Male,3,Healthcare,9353.0,,,Average,1,No,75,High School,Married,,Entry,,,No,No,No,Excellent,High
12577,51,Male,9,Healthcare,6511.0,Good,High,Average,0,No,29,Bachelor’s Degree,Single,1.0,Senior,Large,18.0,Yes,Yes,No,Good,High
6010,20,Female,7,Media,4829.0,Poor,High,Below Average,1,Yes,10,High School,Married,4.0,Senior,Medium,30.0,No,No,No,Poor,Low
64073,38,Male,20,Finance,11758.0,Good,Medium,Average,0,No,9,Bachelor’s Degree,Married,0.0,Entry,Small,32.0,No,Yes,No,Good,Low
22751,59,Male,50,Education,4505.0,Good,Very High,Average,0,No,2,High School,Married,0.0,Senior,Medium,52.0,No,No,No,Good,Medium
8242,34,Male,5,Technology,7760.0,Good,Very High,Average,0,Yes,15,Bachelor’s Degree,Single,1.0,Mid,Medium,35.0,No,No,No,Poor,Medium
72186,54,Male,37,Healthcare,7771.0,Poor,Very High,Average,0,No,23,Associate Degree,Single,0.0,Mid,Small,67.0,No,No,No,Good,Low
34340,40,Female,10,Technology,11606.0,Fair,Medium,Average,4,Yes,89,Bachelor’s Degree,Single,1.0,Entry,Small,82.0,No,No,No,Excellent,Medium
48939,40,Male,20,Healthcare,8553.0,Fair,Very High,Average,2,Yes,75,Master’s Degree,Married,0.0,Mid,Small,84.0,No,No,No,Fair,Low
68996,33,Male,20,Technology,9980.0,Fair,Very High,Average,0,Yes,89,Associate Degree,Married,3.0,Mid,Medium,76.0,No,No,Yes,Good,High
24222,26,Female,15,Technology,10868.0,Good,Very High,Average,0,No,20,High School,Single,5.0,Mid,Medium,40.0,No,No,No,Fair,High
20691,49,Male,1,Media,5138.0,Fair,High,Below Average,2,No,2,Associate Degree,Married,2.0,Mid,Medium,79.0,No,No,No,Poor,High
21750,53,Male,37,Technology,8682.0,,High,Average,1,No,86,Bachelor’s Degree,Single,5.0,Mid,Medium,96.0,No,No,No,Good,Medium
50869,20,Female,6,Media,6138.0,Fair,High,Below Average,0,Yes,55,High School,Divorced,3.0,Mid,Small,41.0,No,No,No,Good,Low
67224,33,Female,10,Healthcare,7789.0,Fair,Very High,Below Average,2,No,53,Master’s Degree,Married,2.0,Senior,Small,39.0,No,No,No,Poor,Medium
27073,48,Male,27,Healthcare,9460.0,Poor,Medium,High,2,No,83,Associate Degree,Married,2.0,Mid,Small,106.0,No,No,No,Poor,High
45079,33,Male,23,Education,3606.0,Excellent,Medium,Below Average,1,Yes,84,Master’s Degree,Married,0.0,Entry,Medium,42.0,No,No,No,Good,Medium
22285,20,Male,6,Healthcare,8065.0,Fair,Low,Below Average,0,Yes,8,High School,Married,2.0,Senior,Medium,17.0,No,No,No,Good,High
42992,31,Male,1,Education,3535.0,Good,High,Average,2,No,60,Associate Degree,Single,1.0,Entry,Medium,69.0,No,No,No,Good,Low
68339,33,Male,4,Technology,7544.0,Fair,Low,Average,3,No,78,Bachelor’s Degree,Divorced,2.0,Entry,Small,31.0,No,No,No,Poor,Medium
29539,41,Male,31,Finance,5870.0,Fair,High,Average,0,No,67,Associate Degree,Single,1.0,Entry,Medium,43.0,No,No,No,Good,Low
10792,22,Male,8,Technology,7848.0,Good,Very High,High,2,Yes,58,High School,Married,1.0,Entry,Large,28.0,No,No,No,Poor,Medium
8611,22,Female,13,Media,5512.0,Excellent,High,High,0,No,89,Bachelor’s Degree,Divorced,1.0,Entry,Medium,29.0,No,No,No,Good,Medium
68083,43,Female,11,Healthcare,7746.0,Fair,Low,Below Average,1,Yes,54,High School,Married,0.0,Mid,Medium,27.0,Yes,No,No,Good,Low
66525,24,Female,9,Healthcare,8895.0,Poor,Medium,Average,1,Yes,43,Associate Degree,Single,2.0,Mid,Small,63.0,No,No,No,Good,Medium
63058,47,Female,17,Finance,12280.0,Fair,Medium,Low,1,No,28,High School,Divorced,1.0,Senior,Small,49.0,No,No,No,Good,Medium
47545,23,Male,12,Technology,9652.0,Fair,Medium,Average,0,Yes,61,Associate Degree,Divorced,0.0,Senior,Small,68.0,No,No,No,Fair,Medium
41659,43,Female,26,Healthcare,7497.0,Fair,Medium,High,1,No,72,Associate Degree,Single,0.0,Entry,Small,27.0,No,No,No,Good,High
61640,24,Female,14,Finance,7210.0,Good,High,Average,2,No,23,PhD,Married,4.0,Entry,Medium,29.0,No,Yes,No,Fair,Low
68045,52,Male,24,Healthcare,7027.0,,,Average,1,Yes,86,Bachelor’s Degree,Single,1.0,Entry,Medium,69.0,Yes,No,Yes,Good,High
16937,45,Male,18,Media,6442.0,,,Average,0,No,57,Associate Degree,Single,,Entry,,,Yes,No,No,Good,Medium
3887,21,Female,5,Healthcare,8976.0,Excellent,High,Below Average,1,No,13,High School,Single,1.0,Senior,Medium,66.0,Yes,No,No,Good,Medium
411,29,Male,19,Healthcare,7045.0,Excellent,High,Average,0,No,11,Associate Degree,Married,1.0,Senior,Small,53.0,No,No,No,Poor,Low
44012,48,Female,26,Finance,12008.0,,Medium,Average,2,No,53,High School,Single,1.0,Mid,Large,97.0,No,No,No,Fair,High
61460,18,Female,2,Media,6163.0,Poor,Very High,Low,2,No,35,Master’s Degree,Divorced,0.0,Mid,Small,77.0,No,No,No,Fair,High
6502,22,Male,3,Education,4340.0,Excellent,Very High,Average,1,No,55,Master’s Degree,Married,3.0,Mid,Medium,7.0,No,No,No,Good,Low
550,55,Female,4,Healthcare,8981.0,Good,High,Average,0,No,83,Master’s Degree,Single,3.0,Entry,Medium,79.0,No,No,No,Good,Low
58222,35,Male,21,Healthcare,5749.0,Excellent,Low,Average,0,No,63,High School,Divorced,2.0,Entry,Medium,28.0,No,No,No,Good,Medium
74399,49,Male,14,Education,4639.0,Fair,Medium,High,2,No,47,High School,Single,2.0,Mid,Small,65.0,No,No,No,Good,High
35388,58,Male,37,Technology,8045.0,Fair,Low,High,0,No,53,Associate Degree,Single,5.0,Mid,Large,62.0,No,No,No,Fair,Medium
73312,30,Female,15,Education,5317.0,Fair,Medium,Average,0,No,5,Master’s Degree,Single,2.0,Mid,Medium,66.0,No,No,No,Good,High
39168,21,Male,5,Technology,6498.0,Good,Very High,High,3,No,49,Bachelor’s Degree,Married,3.0,Entry,Medium,52.0,No,No,No,Good,High
47804,45,Female,3,Healthcare,6678.0,Fair,Medium,High,1,No,64,Associate Degree,Married,3.0,Mid,Medium,42.0,No,No,No,Poor,Low
40010,35,Female,16,Media,5660.0,Fair,High,Average,0,Yes,23,Bachelor’s Degree,Married,1.0,Entry,Large,65.0,No,No,No,Fair,High
13905,52,Female,34,Media,5146.0,Good,Low,Below Average,1,No,53,Master’s Degree,Married,0.0,Mid,Small,113.0,No,No,No,Good,Medium
31436,45,Male,27,Technology,10185.0,Fair,Very High,Average,3,No,88,Bachelor’s Degree,Single,3.0,Mid,Medium,88.0,No,No,No,Good,Medium
65592,57,Male,42,Education,4045.0,Fair,Medium,Low,0,No,50,Master’s Degree,Married,0.0,Senior,Medium,92.0,No,No,No,Poor,Low
42685,27,Female,4,Technology,7344.0,Excellent,High,Average,0,No,96,Master’s Degree,Married,5.0,Mid,Medium,21.0,Yes,No,No,Poor,High
34175,45,Male,15,Healthcare,9192.0,Excellent,Very High,High,3,No,93,High School,Single,0.0,Mid,Large,40.0,No,No,No,Good,Low
20796,43,Female,7,Technology,10578.0,Excellent,High,Average,0,No,45,Master’s Degree,Single,1.0,Entry,Small,20.0,No,No,No,Good,Low
4985,43,Female,8,Healthcare,8882.0,Poor,Medium,Low,1,Yes,45,Associate Degree,Divorced,1.0,Entry,Medium,81.0,Yes,No,No,Good,Low
66271,38,Female,24,Education,5414.0,Poor,Low,High,1,No,99,Bachelor’s Degree,Married,0.0,Entry,Small,102.0,No,No,No,Fair,Low
34253,33,Female,9,Education,4325.0,Good,High,Average,0,No,64,Bachelor’s Degree,Single,2.0,Mid,Medium,77.0,No,No,No,Fair,High
40806,48,Male,21,Finance,5543.0,Good,Low,Average,1,No,74,Associate Degree,Single,1.0,Mid,Medium,69.0,Yes,No,Yes,Poor,High
25507,43,Male,30,Healthcare,8492.0,Good,Very High,Average,0,No,96,High School,Married,4.0,Mid,Large,35.0,No,No,No,Good,Low
48200,20,Male,2,Media,6112.0,Good,Very High,High,2,No,84,Master’s Degree,Single,1.0,Senior,Medium,42.0,No,No,No,Excellent,Medium
44235,25,Female,17,Healthcare,7632.0,Fair,High,Average,2,Yes,16,Master’s Degree,Divorced,1.0,Entry,Medium,88.0,Yes,No,No,Fair,Medium
10619,43,Female,29,Technology,7161.0,Good,Low,Average,0,No,24,Master’s Degree,Single,4.0,Entry,Large,96.0,No,No,No,Poor,High
48496,44,Male,16,Healthcare,8135.0,Excellent,High,Below Average,0,No,83,Bachelor’s Degree,Married,2.0,Senior,Medium,63.0,No,No,No,Good,Low
1604,32,Male,4,Technology,9645.0,,Low,Average,2,Yes,10,Associate Degree,Married,4.0,Mid,Large,18.0,Yes,No,No,Good,Low
74100,57,Male,11,Media,6215.0,,,High,0,No,94,Master’s Degree,Divorced,4.0,Senior,Medium,38.0,No,No,No,Poor,Low
24677,21,Female,5,Technology,7461.0,Excellent,Very High,Average,0,No,77,Associate Degree,Married,0.0,Senior,Medium,8.0,No,No,No,Good,High
21907,47,Male,28,Media,6733.0,Good,Low,Average,0,No,8,Master’s Degree,Single,1.0,Mid,Large,75.0,No,No,No,Poor,Medium
45560,39,Female,20,Finance,,,,Average,0,No,41,High School,Divorced,,Entry,,,No,No,No,Fair,Very High
10407,36,Female,4,Education,2937.0,Poor,Medium,Low,0,Yes,73,Master’s Degree,Married,2.0,Entry,Medium,51.0,No,No,No,Good,Low
27496,52,Female,20,Technology,11038.0,Good,Low,Average,0,No,26,High School,Married,0.0,Entry,Medium,84.0,No,No,Yes,Poor,High
59803,25,Male,9,Technology,7347.0,Fair,Medium,Below Average,0,Yes,74,Associate Degree,Married,1.0,Mid,Large,53.0,Yes,No,No,Poor,Medium
18658,36,Male,26,Education,5247.0,Poor,High,Average,2,No,9,Bachelor’s Degree,Single,1.0,Entry,Large,86.0,No,No,No,Good,Medium
47111,28,Female,18,Healthcare,9073.0,Excellent,High,Low,0,No,78,Bachelor’s Degree,Married,0.0,Mid,Small,82.0,No,No,Yes,Good,Low
43850,42,Female,9,Healthcare,8615.0,Fair,Medium,Average,3,No,92,Bachelor’s Degree,Married,1.0,Entry,Medium,84.0,No,No,No,Fair,Very High
35837,43,Male,17,Education,3503.0,Fair,High,Average,0,No,27,High School,Single,0.0,Senior,Small,25.0,No,No,No,Fair,Low
39187,44,Female,25,Media,5771.0,Excellent,Very High,Average,2,Yes,46,PhD,Divorced,1.0,Senior,Small,82.0,No,No,No,Fair,Low
31448,57,Female,14,Media,5622.0,Fair,Low,Average,2,No,1,Bachelor’s Degree,Married,2.0,Mid,Small,41.0,No,No,Yes,Good,High
29706,51,Female,32,Media,5680.0,Good,Very High,Average,0,No,6,Bachelor’s Degree,Married,1.0,Entry,Small,69.0,No,No,No,Good,Low
5170,40,Female,19,Healthcare,6846.0,Poor,Medium,Average,3,No,15,Associate Degree,Single,4.0,Entry,Medium,46.0,No,Yes,Yes,Excellent,High
47039,23,Male,6,Finance,6860.0,,Low,High,1,No,86,Bachelor’s Degree,Married,1.0,Mid,Medium,64.0,Yes,No,No,Good,High
69917,36,Male,3,Healthcare,7276.0,Fair,Very High,Average,0,Yes,56,Bachelor’s Degree,Married,4.0,Senior,Large,38.0,No,No,No,Good,Low
47372,55,Male,24,Education,3586.0,Excellent,High,Average,2,No,3,Bachelor’s Degree,Married,2.0,Mid,Small,87.0,No,No,No,Good,Low
68950,48,Male,20,Education,5203.0,Excellent,High,Below Average,4,No,44,High School,Married,1.0,Entry,Medium,31.0,No,No,No,Excellent,Medium
19452,56,Female,42,Education,4116.0,Good,High,Below Average,0,Yes,87,Associate Degree,Married,3.0,Entry,Small,46.0,No,No,Yes,Good,High
39231,36,Male,11,Technology,7237.0,Fair,Medium,Average,0,Yes,74,High School,Single,2.0,Mid,Medium,41.0,No,No,No,Good,Low
14620,33,Male,2,Technology,7638.0,Excellent,Very High,Below Average,0,No,15,Associate Degree,Single,0.0,Entry,Medium,31.0,No,No,Yes,Poor,High
65534,38,Male,16,Education,4854.0,Good,Very High,High,2,No,67,PhD,Married,4.0,Entry,Small,79.0,No,No,No,Good,High
12054,58,Male,28,Healthcare,8336.0,Excellent,High,High,0,No,8,High School,Married,0.0,Mid,Medium,86.0,No,No,No,Good,Medium
22049,43,Male,21,Education,5451.0,Excellent,High,Average,0,No,44,Master’s Degree,Single,2.0,Mid,Small,63.0,No,No,No,Excellent,High
65463,59,Male,38,Healthcare,6981.0,,,Average,0,No,93,Bachelor’s Degree,Single,,Mid,,,No,No,No,Good,Very High
71859,33,Male,6,Media,6473.0,,High,High,4,Yes,78,Master’s Degree,Married,0.0,Senior,Medium,72.0,No,No,No,Poor,Medium
72339,53,Female,8,Technology,9983.0,Good,Medium,Below Average,0,No,59,High School,Married,1.0,Entry,Small,55.0,Yes,No,No,Good,Medium
73620,45,Male,10,Technology,6623.0,Fair,Medium,High,1,No,33,Associate Degree,Married,2.0,Mid,Small,60.0,No,No,No,Good,Low
68295,20,Female,3,Education,4830.0,Excellent,Medium,Average,4,No,50,PhD,Single,2.0,Senior,Small,42.0,No,No,No,Poor,Low
24974,56,Female,34,Education,5729.0,Good,High,Average,1,No,83,Master’s Degree,Married,4.0,Entry,Large,82.0,No,No,No,Fair,Low
13459,34,Female,15,Education,4662.0,Good,High,Below Average,3,Yes,18,Bachelor’s Degree,Single,0.0,Entry,Medium,85.0,No,No,No,Good,Medium
1119,20,Female,3,Finance,2030.0,,,Below Average,1,No,94,Bachelor’s Degree,Married,,Entry,Medium,,No,No,Yes,Good,Low
22683,40,Female,1,Education,5796.0,Excellent,High,High,3,No,32,High School,Married,2.0,Senior,Small,42.0,Yes,No,No,Fair,Low
12690,20,Female,6,Healthcare,8162.0,Good,Very High,Low,0,No,36,Bachelor’s Degree,Single,0.0,Entry,Medium,29.0,No,No,No,Good,High
29982,42,Male,24,Technology,9516.0,Excellent,High,Average,0,No,37,Master’s Degree,Single,5.0,Entry,Small,49.0,No,No,No,Fair,Medium
30647,46,Female,35,Education,5079.0,,,Average,0,No,58,Bachelor’s Degree,Married,,Senior,Medium,76.0,No,No,No,Good,Very High
26730,44,Female,5,Healthcare,6291.0,Good,High,Average,2,No,46,Bachelor’s Degree,Married,1.0,Mid,Medium,6.0,No,No,No,Fair,Medium
71804,35,Female,4,Education,,,,Average,1,No,61,High School,Married,,Mid,,,No,No,No,Good,High
45922,26,Male,17,Media,5653.0,Excellent,High,Average,0,Yes,29,Bachelor’s Degree,Divorced,4.0,Entry,Medium,73.0,No,No,No,Fair,High
53315,56,Male,11,Healthcare,8832.0,Fair,Medium,High,1,No,32,Bachelor’s Degree,Single,0.0,Entry,Medium,31.0,No,No,Yes,Excellent,High
3841,34,Male,6,Technology,10043.0,Fair,Medium,High,2,Yes,27,Associate Degree,Divorced,1.0,Senior,Small,11.0,No,No,No,Good,Medium
68736,29,Male,1,Education,4492.0,,,Average,0,No,18,Master’s Degree,Single,,Mid,,,No,No,No,Good,Low
27838,25,Female,17,Education,4727.0,Good,High,High,0,Yes,36,High School,Single,2.0,Entry,Large,84.0,Yes,No,No,Good,Low
8148,36,Female,11,Technology,10938.0,Good,High,Average,1,No,86,Associate Degree,Divorced,0.0,Senior,Large,79.0,No,No,No,Good,Medium
1737,52,Female,16,Education,4466.0,,,Average,1,Yes,83,PhD,Single,0.0,Mid,Small,61.0,Yes,No,No,Fair,Medium
47561,31,Female,11,Healthcare,8183.0,Good,High,Average,0,No,51,Master’s Degree,Married,1.0,Mid,Medium,66.0,No,No,No,Good,Very High
71552,27,Male,5,Education,3439.0,Fair,High,Below Average,2,No,21,Bachelor’s Degree,Married,1.0,Senior,Small,61.0,No,No,No,Good,Low
628,43,Male,31,Education,3830.0,Fair,High,Below Average,2,Yes,63,Associate Degree,Divorced,1.0,Mid,Medium,43.0,No,No,No,Good,Medium
30614,55,Male,40,Technology,8323.0,Fair,High,Average,2,Yes,11,Associate Degree,Single,1.0,Mid,Large,68.0,Yes,No,No,Good,Medium
69721,54,Female,11,Finance,5192.0,Excellent,Low,Average,0,Yes,32,Associate Degree,Married,0.0,Mid,Medium,17.0,No,No,Yes,Good,Medium
3336,55,Female,46,Finance,7311.0,,Very High,Average,0,Yes,40,Bachelor’s Degree,Married,2.0,Entry,Large,63.0,No,No,No,Good,Low
39576,30,Male,14,Healthcare,7446.0,Poor,High,High,0,No,74,Master’s Degree,Married,5.0,Senior,Medium,47.0,No,No,Yes,Excellent,Medium
14517,51,Female,1,Finance,8145.0,Fair,High,Average,0,No,3,Associate Degree,Married,2.0,Mid,Large,22.0,No,No,No,Good,High
5856,18,Female,5,Media,6372.0,Good,High,Average,1,Yes,91,Bachelor’s Degree,Married,3.0,Entry,Medium,23.0,No,No,No,Good,Low
21096,43,Male,20,Media,4743.0,Fair,Low,Below Average,0,No,29,Associate Degree,Married,0.0,Mid,Medium,89.0,Yes,No,No,Fair,High
33959,56,Male,48,Technology,,,,Average,0,No,32,High School,Married,,Senior,,,No,No,No,Good,Low
67477,57,Female,31,Media,6164.0,Good,High,High,1,Yes,4,Master’s Degree,Married,1.0,Mid,Large,110.0,Yes,Yes,No,Good,Medium
51506,38,Female,18,Healthcare,4914.0,Poor,High,Average,0,Yes,46,Master’s Degree,Divorced,0.0,Mid,Medium,51.0,No,No,No,Good,Medium
8401,37,Male,6,Education,4503.0,Excellent,High,Average,1,Yes,62,Associate Degree,Married,0.0,Mid,Medium,81.0,No,No,No,Fair,Low
10174,53,Female,32,Technology,11853.0,Fair,High,Below Average,1,Yes,80,Bachelor’s Degree,Married,2.0,Senior,Small,105.0,No,No,No,Good,Low
43469,23,Female,1,Education,4927.0,Fair,Very High,Average,4,No,21,Associate Degree,Single,1.0,Mid,Large,75.0,No,No,No,Good,High
10767,37,Male,28,Technology,10885.0,Poor,High,Average,2,No,29,Bachelor’s Degree,Single,2.0,Entry,Large,97.0,No,No,Yes,Poor,Low
61148,39,Female,5,Media,6810.0,,,Average,1,No,48,High School,Divorced,,Entry,Medium,,No,No,No,Excellent,Low
47101,36,Female,12,Healthcare,10315.0,Good,Very High,Below Average,0,Yes,68,Associate Degree,Married,2.0,Entry,Small,25.0,No,No,Yes,Good,Low
34252,44,Female,10,Technology,9906.0,Excellent,High,Average,1,No,93,Associate Degree,Single,0.0,Entry,Medium,36.0,Yes,No,No,Good,Low
72488,49,Female,36,Media,5668.0,Good,High,Average,2,Yes,17,Bachelor’s Degree,Single,1.0,Mid,Medium,79.0,No,No,No,Poor,Medium
15836,26,Male,12,Healthcare,5828.0,,,Average,0,No,25,Associate Degree,Single,0.0,Entry,Medium,76.0,No,No,No,Good,High
23177,22,Female,14,Healthcare,8131.0,Good,High,Below Average,4,No,52,Bachelor’s Degree,Married,0.0,Senior,Medium,80.0,Yes,No,No,Good,Low
61913,39,Male,8,Education,5645.0,Excellent,High,Average,0,No,95,Bachelor’s Degree,Single,3.0,Entry,Large,31.0,No,No,No,Good,Very High
15607,54,Female,14,Finance,8778.0,Fair,High,High,2,No,8,Bachelor’s Degree,Divorced,1.0,Senior,Large,50.0,No,No,No,Good,Low
38449,42,Female,28,Finance,7720.0,Fair,High,Low,1,No,98,Bachelor’s Degree,Divorced,3.0,Senior,Small,68.0,No,No,No,Fair,Low
52700,41,Female,32,Technology,7617.0,Excellent,Very High,High,1,No,69,Associate Degree,Single,5.0,Entry,Large,35.0,No,No,Yes,Good,Low
53989,49,Male,34,Technology,7268.0,,High,Average,0,No,76,Bachelor’s Degree,Married,0.0,Mid,Large,94.0,Yes,No,No,Poor,High
20476,55,Male,13,Media,6702.0,Poor,High,Average,0,No,58,Associate Degree,Married,2.0,Senior,Large,91.0,No,No,No,Good,Medium
23081,20,Female,10,Education,6108.0,Good,Very High,Average,0,No,85,Bachelor’s Degree,Married,0.0,Entry,Medium,32.0,No,No,No,Good,Medium
70050,49,Male,26,Finance,7532.0,Good,High,Average,0,No,75,Bachelor’s Degree,Single,3.0,Entry,Medium,81.0,No,No,No,Fair,Low
46513,28,Male,16,Media,5066.0,Poor,High,Below Average,1,Yes,61,Associate Degree,Single,2.0,Mid,Medium,48.0,Yes,No,No,Poor,High
49400,29,Female,10,Technology,10573.0,,,Low,0,No,79,Bachelor’s Degree,Married,,Mid,Medium,34.0,No,No,No,Good,High
66699,36,Female,6,Healthcare,9204.0,,,Average,1,No,67,Bachelor’s Degree,Married,,Mid,,,No,No,No,Good,Medium
56983,19,Female,5,Media,5599.0,Excellent,High,High,0,No,54,High School,Divorced,0.0,Entry,Small,62.0,No,No,No,Fair,Low
20888,51,Female,43,Technology,10555.0,Good,High,Average,0,No,49,Bachelor’s Degree,Married,0.0,Mid,Medium,105.0,Yes,No,No,Good,Low
62950,57,Male,35,Finance,6990.0,Excellent,Medium,Average,0,No,68,Associate Degree,Married,5.0,Mid,Large,36.0,Yes,No,No,Fair,Low
39788,26,Male,13,Healthcare,7960.0,Fair,Medium,Average,0,No,85,Bachelor’s Degree,Single,3.0,Entry,Medium,84.0,No,No,Yes,Good,Medium
10063,27,Male,15,Technology,10652.0,Good,High,Average,0,No,74,High School,Married,4.0,Entry,Medium,20.0,No,No,No,Good,Low
5611,48,Female,12,Education,4680.0,,High,Below Average,0,Yes,37,Associate Degree,Single,4.0,Entry,Small,89.0,No,No,No,Good,Very High
31701,48,Male,8,Healthcare,5827.0,Excellent,High,Below Average,0,Yes,9,Associate Degree,Divorced,0.0,Senior,Medium,42.0,No,No,No,Excellent,Low
74016,46,Female,36,Technology,12414.0,Poor,High,Average,0,Yes,55,Bachelor’s Degree,Married,4.0,Entry,Small,86.0,No,No,No,Poor,Medium
51706,21,Male,11,Education,5470.0,Good,High,Average,2,No,1,Bachelor’s Degree,Married,3.0,Mid,Medium,14.0,No,No,No,Poor,Very High
61645,43,Female,15,Healthcare,8912.0,Fair,Low,Average,1,No,71,PhD,Divorced,4.0,Mid,Small,74.0,No,No,No,Poor,Medium
4422,30,Male,5,Education,4295.0,Good,Medium,Below Average,0,No,48,Bachelor’s Degree,Single,3.0,Entry,Medium,35.0,No,No,No,Good,Very High
68185,21,Female,12,Education,,,,Average,0,Yes,96,Master’s Degree,Single,,Mid,,,No,No,Yes,Good,Very High
41928,59,Female,25,Media,6250.0,Good,High,Average,0,No,92,Associate Degree,Married,1.0,Entry,Medium,70.0,Yes,No,No,Good,Medium
4780,25,Female,16,Education,5246.0,Fair,Very High,Average,0,No,8,Bachelor’s Degree,Single,4.0,Mid,Medium,63.0,No,No,Yes,Poor,High
61488,57,Male,36,Technology,9658.0,Poor,High,Average,3,Yes,21,Master’s Degree,Divorced,5.0,Mid,Medium,38.0,No,No,No,Excellent,Low
6272,40,Male,17,Healthcare,8088.0,Fair,High,Average,0,No,71,Associate Degree,Married,0.0,Entry,Medium,70.0,No,No,No,Good,Medium
47809,51,Female,22,Healthcare,5472.0,Good,High,High,0,No,46,High School,Married,2.0,Senior,Medium,39.0,No,Yes,No,Fair,Low
45328,33,Male,24,Education,3819.0,Fair,High,Average,0,No,30,Master’s Degree,Married,3.0,Entry,Medium,77.0,No,No,No,Good,Medium
66735,24,Female,1,Media,6463.0,Good,High,Average,0,Yes,85,Bachelor’s Degree,Single,2.0,Entry,Large,61.0,No,No,No,Poor,High
40975,41,Female,22,Finance,7976.0,Fair,Medium,High,0,No,45,Associate Degree,Single,5.0,Senior,Large,37.0,No,No,No,Good,Low
21269,43,Male,6,Finance,3548.0,Excellent,Very High,Average,2,No,98,Bachelor’s Degree,Single,0.0,Entry,Large,60.0,No,No,No,Good,Low
5396,32,Male,24,Technology,11991.0,Good,Very High,Average,1,No,28,High School,Single,2.0,Senior,Large,40.0,No,No,No,Poor,Medium
34952,37,Female,20,Education,4527.0,Good,High,Average,0,No,23,Bachelor’s Degree,Single,1.0,Mid,Small,22.0,No,No,No,Poor,Medium
73470,27,Male,6,Technology,,,,High,2,No,41,Master’s Degree,Married,,Mid,,,No,No,Yes,Good,Medium
55157,30,Male,5,Finance,12050.0,Fair,Very High,Average,0,Yes,96,Associate Degree,Married,3.0,Entry,Medium,36.0,No,No,No,Good,Low
4414,32,Male,17,Healthcare,7288.0,,,Average,0,Yes,36,Associate Degree,Single,,Entry,Small,,No,No,No,Fair,Medium
67914,40,Female,5,Technology,8798.0,Fair,High,Average,2,No,39,Associate Degree,Married,0.0,Mid,Large,84.0,No,No,No,Good,Medium
